pinId,pinState,pinName,pinAgency,sourceState,sourceAgency,sourceSiteName,matchedLabel,matchType,badgeCount
jr_new_mexico_bitter_lake_nwr,New Mexico,Bitter Lake NWR,US Fish & Wildlife Service,Nebraska,National Wildlife Refuge,Bitter Lake1 National Wildlife Refuge,bitter lake,nwr_manual_override,1
jr_new_mexico_bitter_lake_nwr,New Mexico,Bitter Lake NWR,US Fish & Wildlife Service,Nebraska,National Wildlife Refuge,Bitter Lake2 National Wildlife Refuge,bitter lake,nwr_manual_override,1
jr_new_mexico_bosque_del_apache_nwr,New Mexico,Bosque del Apache NWR,US Fish & Wildlife Service,Nebraska,National Wildlife Refuge,Bos National Wildlife Refuge,bos,nwr_manual_override,1
jr_iowa_desoto_nwr,Iowa,Desoto NWR,US Fish & Wildlife Service,Nebraska,National Wildlife Refuge,Desoto National Wildlife Refuge,desoto,nwr_manual_override,1
jr_nebraska_fort_niobrara_nwr,Nebraska,Fort Niobrara NWR,US Fish & Wildlife Service,Nebraska,National Wildlife Refuge,Fort Niobrara National Wildlife Refuge,Fort Niobrara National Wildlife Refuge,state_core_exact,3
jr_new_mexico_sevilleta_nwr,New Mexico,Sevilleta NWR,US Fish & Wildlife Service,Nebraska,National Wildlife Refuge,Sevilleta National Wildlife Refuge,Sevilleta National Wildlife Refuge,unique_core_exact,1
jr_new_mexico_valle_de_oro_nwr,New Mexico,Valle de Oro NWR,US Fish & Wildlife Service,Nebraska,National Wildlife Refuge,valley de oro National Wildlife Refuge,valley oro,nwr_manual_override,1
jr_nevada_desert_national_wildlife_refuge,Nevada,Desert National Wildlife Refuge,BLM,Nevada,National Wildlife Refuge,Desert National Wildlife Refuge,Desert National Wildlife Refuge,state_name_exact,1
jr_new_jersey_edwin_b_forsythe_nwr,New Jersey,Edwin B. Forsythe NWR,US Fish & Wildlife Service,New Jersey,National Wildlife Refuge,Edwin B Forsythe National Wildlife Refuge,Edwin B Forsythe National Wildlife Refuge,state_core_exact,1
jr_new_jersey_great_swamp_nwr,New Jersey,Great Swamp NWR,US Fish & Wildlife Service,New Jersey,National Wildlife Refuge,Great Swamp National Wildlife Refuge,Great Swamp National Wildlife Refuge,state_core_exact,1
jr_new_jersey_wallkill_river_nwr,New Jersey,Wallkill River NWR,US Fish & Wildlife Service,New Jersey,National Wildlife Refuge,Wallkill River National Wildlife Refuge,Wallkill River National Wildlife Refuge,state_core_exact,1
jr_new_jersey_cape_may_nwr,New Jersey,Cape May NWR,US Fish & Wildlife Service,New Jersey,National Wildlife Refuge,capemay National Wildlife Refuge,capemay National Wildlife Refuge,state_core_fuzzy,1
jr_new_york_montezuma_nwr,New York,Montezuma NWR,US Fish & Wildlife Service,New York,National Wildlife Refuge,Mont National Wildlife Refuge,Mont National Wildlife Refuge,state_core_fuzzy,1
jr_new_york_wertheim_nwr,New York,Wertheim NWR,US Fish & Wildlife Service,New York,National Wildlife Refuge,O Long Island National Wildlife Refuge,wertheim,nwr_manual_override,1
jr_new_york_wertheim_nwr,New York,Wertheim NWR,US Fish & Wildlife Service,New York,National Wildlife Refuge,Wertheim National Wildlife Refuge,wertheim,nwr_manual_override,1
jr_north_dakota_audubon_nwr,North Dakota,Audubon NWR,US Fish & Wildlife Service,North Dakota,National Wildlife Refuge,Audubon National Wildlife Refuge,Audubon National Wildlife Refuge,state_core_exact,1
jr_ohio_ottawa_nwr,Ohio,Ottawa NWR,US Fish & Wildlife Service,Ohio,National Wildlife Refuge,Ottawa National Wildlife Refuge,Ottawa National Wildlife Refuge,state_core_exact,1
jr_south_carolina_cape_romain_nwr,South Carolina,Cape Romain NWR,US Fish & Wildlife Service,Oklahoma,National Wildlife Refuge,Cape Roman National Wildlife Refuge,cape romain,nwr_manual_override,1
jr_south_carolina_pinckney_island_nwr,South Carolina,Pinckney Island NWR,US Fish & Wildlife Service,Oklahoma,National Wildlife Refuge,Pinckney Island National Wildlife Refuge,Pinckney Island National Wildlife Refuge,unique_core_exact,2
jr_across_savannah_nwr,Georgia,Savannah NWR,US Fish & Wildlife Service,Oklahoma,National Wildlife Refuge,Savannah National Wildlife Refuge,Savannah National Wildlife Refuge,unique_core_exact,2
jr_virginia_eastern_shore_of_virginia_nwr,Virginia,Eastern Shore of Virginia NWR,US Fish & Wildlife Service,Pennsylvania,National Wildlife Refuge,Eastern Shore of Virginia National Wildlife Refuge,Eastern Shore of Virginia National Wildlife Refuge,unique_core_exact,1
jr_washington_willapa_national_wildlife_refuge_headquarters,Washington,Willapa National Wildlife Refuge Headquarters,US Fish & Wildlife Service,Pennsylvania,National Wildlife Refuge,Willapa National Wildlife Refuge,willapa,nwr_manual_override,1
jr_tennessee_cross_creeks_nwr,Tennessee,Cross Creeks NWR,US Fish & Wildlife Service,Tennessee,National Wildlife Refuge,Cross Creeks National Wildlife Refuge,Cross Creeks National Wildlife Refuge,state_core_exact,1
jr_tennessee_reelfoot_nwr,Tennessee,Reelfoot NWR,US Fish & Wildlife Service,Tennessee,National Wildlife Refuge,Ree National Wildlife Refuge,Ree National Wildlife Refuge,state_core_fuzzy,1
jr_texas_santa_ana_nwr,Texas,Santa Ana NWR,US Fish & Wildlife Service,Texas,National Wildlife Refuge,Ana National Wildlife Refuge,Ana National Wildlife Refuge,state_core_fuzzy,1
jr_texas_aransas_nwr,Texas,Aransas NWR,US Fish & Wildlife Service,Texas,National Wildlife Refuge,Aransas National Wildlife Refuge,Aransas National Wildlife Refuge,state_core_exact,1
jr_texas_balcones_canyonlands_nwr,Texas,Balcones Canyonlands NWR,US Fish & Wildlife Service,Texas,National Wildlife Refuge,Balcones National Wildlife Refuge,Balcones National Wildlife Refuge,state_core_fuzzy,1
jr_texas_hagerman_nwr,Texas,Hagerman NWR,US Fish & Wildlife Service,Texas,National Wildlife Refuge,Hagerman National Wildlife Refuge,Hagerman National Wildlife Refuge,state_core_exact,1
jr_texas_santa_ana_nwr,Texas,Santa Ana NWR,US Fish & Wildlife Service,Texas,National Wildlife Refuge,Santa Ana National Wildlife Refuge,Santa Ana National Wildlife Refuge,state_core_exact,1
jr_utah_bear_river_migratory_bird_refuge,Utah,Bear River Migratory Bird Refuge,US Fish & Wildlife Service,Utah,National Wildlife Refuge,Bear Rvier National Wildlife Refuge,bear river,nwr_manual_override,1
jr_virginia_back_bay_nwr,Virginia,Back Bay NWR,US Fish & Wildlife Service,Vermont,National Wildlife Refuge,Back Bay National Wildlife Refuge,Back Bay National Wildlife Refuge,unique_core_exact,2
jr_virginia_chincoteague_nwr,Virginia,Chincoteague NWR,US Fish & Wildlife Service,Vermont,National Wildlife Refuge,Chincotteague National Wildlife Refuge,chincoteague,nwr_manual_override,2
jr_virginia_chincoteague_nwr,Virginia,Chincoteague NWR,US Fish & Wildlife Service,Vermont,National Wildlife Refuge,Chincotteague patch2 National Wildlife Refuge,chincoteague,nwr_manual_override,1
jr_virginia_eastern_shore_of_virginia_nwr,Virginia,Eastern Shore of Virginia NWR,US Fish & Wildlife Service,Vermont,National Wildlife Refuge,Eastern Shore of Virginia National Wildlife Refuge,Eastern Shore of Virginia National Wildlife Refuge,unique_core_exact,1
jr_virginia_chincoteague_nwr,Virginia,Chincoteague NWR,US Fish & Wildlife Service,Vermont,National Wildlife Refuge,Vermont Chincoteague National Wildlife Refuge,chincoteague,nwr_manual_override,1
jr_washington_billy_frank_jr_nisqually_nwr,Washington,Billy Frank Jr. Nisqually NWR,US Fish & Wildlife Service,Washington,National Wildlife Refuge,Billy Frank National Wildlife Refuge,Billy Frank National Wildlife Refuge,state_core_fuzzy,1
jr_washington_leavenworth_national_fish_hatchery,Washington,Leavenworth National Fish Hatchery,US Fish & Wildlife Service,Washington,National Wildlife Refuge,Leaven National Wildlife Refuge,Leaven National Wildlife Refuge,state_core_fuzzy,1
jr_washington_billy_frank_jr_nisqually_nwr,Washington,Billy Frank Jr. Nisqually NWR,US Fish & Wildlife Service,Washington,National Wildlife Refuge,Nisqually National Wildlife Refuge,Nisqually National Wildlife Refuge,state_core_fuzzy,1
jr_washington_willapa_national_wildlife_refuge_headquarters,Washington,Willapa National Wildlife Refuge Headquarters,US Fish & Wildlife Service,Washington,National Wildlife Refuge,Willapa National Wildlife Refuge,willapa,nwr_manual_override,1
jr_west_virginia_canaan_valley_nwr,West Virginia,Canaan Valley NWR,US Fish & Wildlife Service,West Virginia,National Wildlife Refuge,Canaan Valley National Wildlife Refuge,Canaan Valley National Wildlife Refuge,state_core_exact,1
jr_west_virginia_ohio_river_islands_nwr,West Virginia,Ohio River Islands NWR,US Fish & Wildlife Service,West Virginia,National Wildlife Refuge,Ohio Riv National Wildlife Refuge,Ohio Riv National Wildlife Refuge,state_core_fuzzy,1
jr_louisiana_southeast_louisiana_nwr,Louisiana,Southeast Louisiana NWR,US Fish & Wildlife Service,Wisconsin,National Wildlife Refuge,SE Louisanna National Wildlife Refuge,southeast louisiana,nwr_manual_override,1
jr_wisconsin_whittlesey_creel_nwr,Wisconsin,Whittlesey Creel NWR,US Fish & Wildlife Service,Wisconsin,National Wildlife Refuge,Trempealeau 608 539 2311 SaM 2 23 26 Casey Bryan No program National Wildlife Refuge,trempealeau,nwr_manual_override,1
jr_wyoming_national_elk_refuge,Wyoming,National Elk Refuge,US Fish & Wildlife Service,Wyoming,National Wildlife Refuge,Elk Refuge,Elk Refuge,state_core_exact,1
jr_wisconsin_necedah_nwr,Wisconsin,Necedah NWR,US Fish & Wildlife Service,Wyoming,National Wildlife Refuge,Nec But National Wildlife Refuge,nec,nwr_manual_override,1
jr_wisconsin_necedah_nwr,Wisconsin,Necedah NWR,US Fish & Wildlife Service,Wyoming,National Wildlife Refuge,Nec flo National Wildlife Refuge,nec,nwr_manual_override,1
jr_wisconsin_necedah_nwr,Wisconsin,Necedah NWR,US Fish & Wildlife Service,Wyoming,National Wildlife Refuge,Nec pri National Wildlife Refuge,nec,nwr_manual_override,1
jr_wyoming_national_elk_refuge,Wyoming,National Elk Refuge,US Fish & Wildlife Service,Wyoming,National Wildlife Refuge,elk pat National Wildlife Refuge,elk pat National Wildlife Refuge,state_core_fuzzy,1
jr_nebraska_midwest_archeological_center,Nebraska,Midwest Archeological Center,Other,,Other,Midwest Archeological Center,Midwest Archeological Center,unique_name_exact,3
jr_arizona_titan_missile_museum_nhl,Arizona,Titan Missile Museum NHL,Other,,Other,Titan Missile Museum,Titan Missile Museum,unique_core_exact,1
jr_alabama_bladon_springs_sp,Alabama,Bladon Springs State Park,State,Alabama,State Parks,Alabama State Parks,Alabama State Parks,state_program_broad,4
jr_alabama_belle_mont,Alabama,Blue Springs State Park,State,Alabama,State Parks,Alabama State Parks,Alabama State Parks,state_program_broad,4
jr_alabama_buck_s_pocket_sp,Alabama,Buck's Pocket State Park,State,Alabama,State Parks,Alabama State Parks,Alabama State Parks,state_program_broad,4
jr_alabama_cathedral_caverns_sp_2,Alabama,Cathedral Caverns State Park,State,Alabama,State Parks,Alabama State Parks,Alabama State Parks,state_program_broad,4
jr_alabama_cheaha_sp_2,Alabama,Cheaha State Park,State,Alabama,State Parks,Alabama State Parks,Alabama State Parks,state_program_broad,4
jr_alabama_chewacla_sp_2,Alabama,Chewacla State Park,State,Alabama,State Parks,Alabama State Parks,Alabama State Parks,state_program_broad,4
jr_alabama_chickasaw_sp,Alabama,Chickasaw State Park,State,Alabama,State Parks,Alabama State Parks,Alabama State Parks,state_program_broad,4
jr_alabama_confederate_memorial_state_historic_park_and_museum,Alabama,Confederate Memorial State Historic Park and Museum,State,Alabama,State Parks,Alabama State Parks,Alabama State Parks,state_program_broad,4
jr_alabama_desoto_sp_2,Alabama,DeSoto State Park,State,Alabama,State Parks,Alabama State Parks,Alabama State Parks,state_program_broad,4
jr_alabama_fort_morgan_state_historic_site,Alabama,Fort Morgan State Historic Site,State,Alabama,State Parks,Alabama State Parks,Alabama State Parks,state_program_broad,4
jr_alabama_fort_toulouse_fort_jackson_state_historic_park,Alabama,Fort Toulouse Fort Jackson State Historic Park,State,Alabama,State Parks,Alabama State Parks,Alabama State Parks,state_program_broad,4
jr_alabama_frank_jackson_sp_3,Alabama,Frank Jackson State Park,State,Alabama,State Parks,Alabama State Parks,Alabama State Parks,state_program_broad,4
jr_alabama_gulf_sp,Alabama,Gulf State Park,State,Alabama,State Parks,Alabama State Parks,Alabama State Parks,state_program_broad,4
jr_alabama_historic_blakeley_state_historic_park,Alabama,Historic Blakeley State Historic Park,State,Alabama,State Parks,Alabama State Parks,Alabama State Parks,state_program_broad,4
jr_alabama_joe_wheeler_sp,Alabama,Joe Wheeler State Park,State,Alabama,State Parks,Alabama State Parks,Alabama State Parks,state_program_broad,4
jr_alabama_lake_guntersville_sp,Alabama,Lake Guntersville State Park,State,Alabama,State Parks,Alabama State Parks,Alabama State Parks,state_program_broad,4
jr_alabama_lake_lurleen_sp,Alabama,Lake Lurleen State Park,State,Alabama,State Parks,Alabama State Parks,Alabama State Parks,state_program_broad,4
jr_alabama_lakepoint_sp,Alabama,Lakepoint State Park,State,Alabama,State Parks,Alabama State Parks,Alabama State Parks,state_program_broad,4
jr_alabama_meaher_sp,Alabama,Meaher State Park,State,Alabama,State Parks,Alabama State Parks,Alabama State Parks,state_program_broad,4
jr_alabama_monte_sano_sp,Alabama,Monte Sano State Park,State,Alabama,State Parks,Alabama State Parks,Alabama State Parks,state_program_broad,4
jr_alabama_oak_mountain_sp,Alabama,Oak Mountain State Park,State,Alabama,State Parks,Alabama State Parks,Alabama State Parks,state_program_broad,4
jr_alabama_old_st_stephens_state_historical_park,Alabama,Old St Stephens State Historical Park,State,Alabama,State Parks,Alabama State Parks,Alabama State Parks,state_program_broad,4
jr_alabama_paul_grist_sp,Alabama,Paul Grist State Park,State,Alabama,State Parks,Alabama State Parks,Alabama State Parks,state_program_broad,4
jr_alabama_rickwood_caverns_sp,Alabama,Rickwood Caverns State Park,State,Alabama,State Parks,Alabama State Parks,Alabama State Parks,state_program_broad,4
jr_alabama_roland_cooper_sp,Alabama,Roland Cooper State Park,State,Alabama,State Parks,Alabama State Parks,Alabama State Parks,state_program_broad,4
jr_alabama_wind_creek_sp,Alabama,Wind Creek State Park,State,Alabama,State Parks,Alabama State Parks,Alabama State Parks,state_program_broad,4
jr_alaska_eagle_river_nature_center,Alaska,Eagle River Nature Center,NPS,Alaska,State Parks,Eagle River Nature Center,Eagle River Nature Center,state_name_exact,1
jr_alaska_sitka_sound_science_center,Alaska,Sitka Sound Science Center,Other,Alaska,State Parks,Sitka Sound Science Center,Sitka Sound Science Center,state_name_exact,1
jr_arizona_alamo_lake_sp,Arizona,Alamo Lake SP,State,Arizona,State Parks,Arizona State Parks,Arizona State Parks,state_program_broad,12
jr_arizona_buckskin_mountain_sp,Arizona,Buckskin Mountain SP,State,Arizona,State Parks,Arizona State Parks,Arizona State Parks,state_program_broad,12
jr_arizona_catalina_sp,Arizona,Catalina SP,State,Arizona,State Parks,Arizona State Parks,Arizona State Parks,state_program_broad,12
jr_arizona_cattail_cove_sp,Arizona,Cattail Cove SP,State,Arizona,State Parks,Arizona State Parks,Arizona State Parks,state_program_broad,12
jr_arizona_dead_horse_ranch_sp,Arizona,Dead Horse Ranch SP,State,Arizona,State Parks,Arizona State Parks,Arizona State Parks,state_program_broad,12
jr_arizona_fort_verde_shp,Arizona,Fort Verde SHP,State,Arizona,State Parks,Arizona State Parks,Arizona State Parks,state_program_broad,12
jr_arizona_homolovi_sp,Arizona,Homolovi SP,State,Arizona,State Parks,Arizona State Parks,Arizona State Parks,state_program_broad,12
jr_arizona_jerome_shp,Arizona,Jerome SHP,State,Arizona,State Parks,Arizona State Parks,Arizona State Parks,state_program_broad,12
jr_arizona_kartchner_caverns_sp,Arizona,Kartchner Caverns SP,State,Arizona,State Parks,Arizona State Parks,Arizona State Parks,state_program_broad,12
jr_arizona_lake_havasu_sp,Arizona,Lake Havasu SP,State,Arizona,State Parks,Arizona State Parks,Arizona State Parks,state_program_broad,12
jr_arizona_lost_dutchman_sp,Arizona,Lost Dutchman SP,State,Arizona,State Parks,Arizona State Parks,Arizona State Parks,state_program_broad,12
jr_arizona_lyman_lake_sp,Arizona,Lyman Lake SP,State,Arizona,State Parks,Arizona State Parks,Arizona State Parks,state_program_broad,12
jr_arizona_mcfarland_shp,Arizona,McFarland SHP,State,Arizona,State Parks,Arizona State Parks,Arizona State Parks,state_program_broad,12
jr_arizona_oracle_sp,Arizona,Oracle SP,State,Arizona,State Parks,Arizona State Parks,Arizona State Parks,state_program_broad,12
jr_arizona_patagonia_lake_sp,Arizona,Patagonia Lake SP,State,Arizona,State Parks,Arizona State Parks,Arizona State Parks,state_program_broad,12
jr_arizona_picacho_peak_sp,Arizona,Picacho Peak SP,State,Arizona,State Parks,Arizona State Parks,Arizona State Parks,state_program_broad,12
jr_arizona_red_rock_sp,Arizona,Red Rock SP,State,Arizona,State Parks,Arizona State Parks,Arizona State Parks,state_program_broad,12
jr_arizona_riordan_mansion_shp,Arizona,Riordan Mansion SHP,State,Arizona,State Parks,Arizona State Parks,Arizona State Parks,state_program_broad,12
jr_arizona_rockin_river_ranch_sp,Arizona,Rockin' River Ranch SP,State,Arizona,State Parks,Arizona State Parks,Arizona State Parks,state_program_broad,12
jr_arizona_roper_lake_sp,Arizona,Roper Lake SP,State,Arizona,State Parks,Arizona State Parks,Arizona State Parks,state_program_broad,12
jr_arizona_slide_rock_sp,Arizona,Slide Rock SP,State,Arizona,State Parks,Arizona State Parks,Arizona State Parks,state_program_broad,12
jr_arizona_tombstone_courthouse_shp,Arizona,Tombstone Courthouse SHP,State,Arizona,State Parks,Arizona State Parks,Arizona State Parks,state_program_broad,12
jr_arizona_tonto_natural_bridge_sp,Arizona,Tonto Natural Bridge SP,State,Arizona,State Parks,Arizona State Parks,Arizona State Parks,state_program_broad,12
jr_arizona_tubac_presidio_shp,Arizona,Tubac Presidio SHP,State,Arizona,State Parks,Arizona State Parks,Arizona State Parks,state_program_broad,12
jr_arizona_yuma_quartermaster_depot_shp,Arizona,Yuma Quartermaster Depot SHP,State,Arizona,State Parks,Arizona State Parks,Arizona State Parks,state_program_broad,12
jr_arizona_yuma_territorial_prison_shp,Arizona,Yuma Territorial Prison SHP,State,Arizona,State Parks,Arizona State Parks,Arizona State Parks,state_program_broad,12
jr_arizona_catalina_sp,Arizona,Catalina SP,State,Arizona,State Parks,Catalina2,Catalina2,state_core_fuzzy,1
jr_arizona_cattail_cove_sp,Arizona,Cattail Cove SP,State,Arizona,State Parks,Cattail,Cattail,state_core_fuzzy,1
jr_arizona_dead_horse_ranch_sp,Arizona,Dead Horse Ranch SP,State,Arizona,State Parks,Dead Horse,Dead Horse,state_core_fuzzy,3
jr_arizona_fool_hollow_lake_ra,Arizona,Fool Hollow Lake RA,State,Arizona,State Parks,Fool Hollow,Fool Hollow,state_core_fuzzy,1
jr_arizona_fort_verde_shp,Arizona,Fort Verde SHP,State,Arizona,State Parks,For Ver,For Ver,state_core_fuzzy,1
jr_arizona_homolovi_sp,Arizona,Homolovi SP,State,Arizona,State Parks,Homolovi,Homolovi,state_core_exact,1
jr_arizona_jerome_shp,Arizona,Jerome SHP,State,Arizona,State Parks,Jermoe,Jermoe,state_core_fuzzy,1
jr_arizona_jerome_shp,Arizona,Jerome SHP,State,Arizona,State Parks,Jermoe2,Jermoe2,state_core_fuzzy,1
jr_arizona_kartchner_caverns_sp,Arizona,Kartchner Caverns SP,State,Arizona,State Parks,Kar,Kar,state_core_fuzzy,1
jr_arizona_kartchner_caverns_sp,Arizona,Kartchner Caverns SP,State,Arizona,State Parks,Kartchner Caverns,Kartchner Caverns,state_core_exact,1
jr_arizona_lake_havasu_sp,Arizona,Lake Havasu SP,State,Arizona,State Parks,Lake Havasu1,Lake Havasu1,state_core_fuzzy,1
jr_arizona_lost_dutchman_sp,Arizona,Lost Dutchman SP,State,Arizona,State Parks,Lost Dutchman2,Lost Dutchman2,state_core_fuzzy,1
jr_arizona_lowell_observatory,Arizona,Lowell Observatory,Other,Arizona,State Parks,Lowell Observatory,Lowell Observatory,state_name_exact,1
jr_arizona_oracle_sp,Arizona,Oracle SP,State,Arizona,State Parks,Oracle,Oracle,state_core_exact,2
jr_arizona_red_rock_sp,Arizona,Red Rock SP,State,Arizona,State Parks,Red Rock,Red Rock,state_core_exact,1
jr_arizona_riordan_mansion_shp,Arizona,Riordan Mansion SHP,State,Arizona,State Parks,Riordan,Riordan,state_core_fuzzy,1
jr_arizona_slide_rock_sp,Arizona,Slide Rock SP,State,Arizona,State Parks,Slide Rock,Slide Rock,state_core_exact,1
jr_arizona_tonto_natural_bridge_sp,Arizona,Tonto Natural Bridge SP,State,Arizona,State Parks,Tonto natural Bridge,Tonto natural Bridge,state_core_exact,1
jr_arizona_tubac_presidio_shp,Arizona,Tubac Presidio SHP,State,Arizona,State Parks,Tubac,Tubac,state_core_fuzzy,1
jr_arizona_yuma_territorial_prison_shp,Arizona,Yuma Territorial Prison SHP,State,Arizona,State Parks,Yuma Territrial Prison button pin,Yuma Territrial Prison button pin,state_core_fuzzy,1
jr_arizona_tombstone_courthouse_shp,Arizona,Tombstone Courthouse SHP,State,Arizona,State Parks,tombstone1,tombstone1,state_core_fuzzy,1
jr_california_anza_borrego_desert_sp,California,Anza-Borrego Desert SP,State,California,State Parks,Anza-Borrego Desert SP,Anza-Borrego Desert SP,state_name_exact,1
jr_california_auburn_sra,California,Auburn SRA,State,California,State Parks,Auburn SRA,Auburn SRA,state_name_exact,2
jr_california_california_s_sp_joint_program,California,California's State Parks Joint Program,State,California,State Parks,California State Parks,California State Parks,state_program_broad,13
jr_california_caswell_memorial_sp,California,Caswell Memorial State Park,State,California,State Parks,Hea Cas,Hea Cas,state_core_fuzzy,1
jr_california_hollister_hills_svra,California,Hollister Hills SVRA,State,California,State Parks,Hollister Hills SVRA,Hollister Hills SVRA,state_name_exact,1
jr_california_limekiln_sp,California,Limekiln SP,State,California,State Parks,Limekiln State Park,Limekiln State Park,state_core_exact,1
jr_california_marshall_gold_discovery_shp,California,Marshall Gold Discovery SHP,State,California,State Parks,Marshall Gold Discovery,Marshall Gold Discovery,state_core_exact,1
jr_california_natural_bridges_state_beach,California,Natural Bridges State Beach,State,California,State Parks,Nat Bri,Nat Bri,state_core_fuzzy,1
jr_california_pio_pico_state_historic_park,California,Pio Pico State Historic Park,State,California,State Parks,Pio Pico State Historic Park,Pio Pico State Historic Park,state_name_exact,1
jr_california_portola_redwoods_sp_visitor_center,California,Portola Redwoods State Park Visitor Center,State,California,State Parks,Portola Redwoods State Park,Portola Redwoods State Park,state_core_exact,1
jr_california_santa_barbara_county_parks,California,Santa Barbara County Parks,Other,California,State Parks,Santa Barbara County Parks,Santa Barbara County Parks,state_name_exact,1
jr_california_santa_cruz_mission_state_historic_park,California,Santa Cruz Mission State Historic Park,State,California,State Parks,Santa Cruz Mission SHP,Santa Cruz Mission SHP,state_core_exact,1
jr_colorado_bear_creek_lake_park,Colorado,Bear Creek Lake Park,Other,Colorado,State Parks,Bear Creek Lake Park,Bear Creek Lake Park,state_name_exact,1
jr_colorado_bear_creek_nature_center,Colorado,Bear Creek Nature Center,Other,Colorado,State Parks,Bear Creek Nature Center,Bear Creek Nature Center,state_name_exact,2
jr_colorado_cheyenne_mountain_sp,Colorado,Cheyenne Mountain SP,State,Colorado,State Parks,Chey pat,Chey pat,state_core_fuzzy,1
jr_colorado_colorado_parks_and_wildlife,Colorado,Colorado Parks and Wildlife,State,Colorado,State Parks,Colorado Parks and Wildlife,Colorado Parks and Wildlife,state_name_exact,1
jr_colorado_cheyenne_mountain_sp,Colorado,Cheyenne Mountain SP,State,Colorado,State Parks,Colorado State Parks,Colorado State Parks,state_program_broad,12
jr_colorado_eldorado_canyon_sp,Colorado,Eldorado Canyon SP,State,Colorado,State Parks,Colorado State Parks,Colorado State Parks,state_program_broad,12
jr_colorado_golden_gate_canyon_sp,Colorado,Golden Gate Canyon State Park,State,Colorado,State Parks,Colorado State Parks,Colorado State Parks,state_program_broad,12
jr_colorado_lory_sp,Colorado,Lory SP,State,Colorado,State Parks,Colorado State Parks,Colorado State Parks,state_program_broad,12
jr_colorado_mueller_sp,Colorado,Mueller SP,State,Colorado,State Parks,Colorado State Parks,Colorado State Parks,state_program_broad,12
jr_colorado_rifle_gap_sp,Colorado,Rifle Gap SP,State,Colorado,State Parks,Colorado State Parks,Colorado State Parks,state_program_broad,12
jr_colorado_stagecoach_sp,Colorado,Stagecoach SP,State,Colorado,State Parks,Colorado State Parks,Colorado State Parks,state_program_broad,12
jr_colorado_state_forest_sp,Colorado,State Forest SP,State,Colorado,State Parks,Colorado State Parks,Colorado State Parks,state_program_broad,12
