pinId,pinState,pinName,pinAgency,sourceState,sourceAgency,sourceSiteName,matchedLabel,matchType,badgeCount
jr_alaska_campbell_creek_science_center,Alaska,Campbell Creek Science Center,BLM,,Bureau of Land Management,Campbell Creek Science Center,Campbell Creek Science Center,unique_name_exact,1
jr_alaska_iditarod_nht,Alaska,Iditarod NHT,BLM,,Bureau of Land Management,Iditarod NHT,Iditarod NHT,unique_name_exact,2
jr_arizona_gila_box_riparian_nca,Arizona,Gila Box Riparian NCA,BLM,Arizona,Bureau of Land Management,Gila Box Riparian National Conservation Area,Gila Box Riparian National Conservation Area,state_core_exact,1
jr_arizona_grand_canyon_parashant_nm,Arizona,Grand Canyon-Parashant NM,BLM,Arizona,Bureau of Land Management,Grand Canyon-Parashant National Monument,Grand Canyon-Parashant National Monument,state_core_exact,9
jr_arizona_ironwood_forest_nm,Arizona,Ironwood Forest NM,BLM,Arizona,Bureau of Land Management,Ironwood Forest National Monument,Ironwood Forest National Monument,state_core_exact,1
jr_arizona_las_cienegas_nca,Arizona,Las Cienegas NCA,BLM,Arizona,Bureau of Land Management,Las Cienegas National Conservation Area,Las Cienegas National Conservation Area,state_core_exact,1
jr_arizona_san_pedro_riparian_nca,Arizona,San Pedro Riparian NCA,BLM,Arizona,Bureau of Land Management,San Pedro Riparian National Conservation Area,San Pedro Riparian National Conservation Area,state_core_exact,1
jr_arizona_sonoran_desert_nm_phoenix_district_office,Arizona,Sonoran Desert NM (Phoenix District Office),BLM,Arizona,Bureau of Land Management,Sonoran Desert National Monument,Sonoran Desert National Monument,state_core_exact,1
jr_arizona_vermilion_cliffs_nm,Arizona,Vermilion Cliffs NM,BLM,Arizona,Bureau of Land Management,Vermilion Cliffs National Monument,Vermilion Cliffs National Monument,state_core_exact,1
jr_colorado_canyons_of_the_ancients_nm,Colorado,Canyons of the Ancients NM,BLM,Colorado,Bureau of Land Management,Canyons of the Ancients National Monument,Canyons of the Ancients National Monument,state_core_exact,3
jr_colorado_dominguez_escalante_nca,Colorado,Dominguez-Escalante NCA,BLM,Colorado,Bureau of Land Management,Dominguez-Escalante National Conservation Area,Dominguez-Escalante National Conservation Area,state_core_exact,1
jr_colorado_gunnison_gorge_nca,Colorado,Gunnison Gorge NCA,BLM,Colorado,Bureau of Land Management,Gunnison Gorge National Conservation Area,Gunnison Gorge National Conservation Area,state_core_exact,1
jr_colorado_mcinnis_canyons_nca,Colorado,McInnis Canyons NCA,BLM,Colorado,Bureau of Land Management,McInnis Canyons National Conservation Area,McInnis Canyons National Conservation Area,state_core_exact,2
jr_arizona_agua_fria_nm,Arizona,Agua Fria NM,BLM,Idaho,Bureau of Land Management,Agua Fria National Monument,Agua Fria National Monument,unique_core_exact,2
jr_arizona_aravaipa_canyon_wilderness,Arizona,Aravaipa Canyon Wilderness,BLM,Idaho,Bureau of Land Management,Aravaipa Canyon Wilderness,Aravaipa Canyon Wilderness,unique_name_exact,1
jr_idaho_morley_nelson_snake_river_birds_of_prey_nca,Idaho,Morley Nelson Snake River Birds of Prey NCA,BLM,Idaho,Bureau of Land Management,Morley Nelson Snake River Birds of Prey National Conservation Area,Morley Nelson Snake River Birds of Prey National Conservation Area,state_core_exact,2
jr_idaho_upper_snake_field_office,Idaho,Upper Snake Field Office,BLM,Idaho,Bureau of Land Management,Upper Snake,Upper Snake,state_core_fuzzy,1
jr_montana_pompeys_pillar_nm,Montana,Pompeys Pillar NM,BLM,Montana,Bureau of Land Management,Pompeys Pillar National Monument,Pompeys Pillar National Monument,state_core_exact,3
jr_montana_upper_missouri_river_breaks_nm,Montana,Upper Missouri River Breaks NM,BLM,Montana,Bureau of Land Management,Upper Missouri River Breaks National Monument,Upper Missouri River Breaks National Monument,state_core_exact,1
jr_nevada_california_trail_interpretive_center,Nevada,California Trail Interpretive Center,BLM,Nevada,Bureau of Land Management,California Trail Interpretive Center,California Trail Interpretive Center,state_name_exact,2
jr_nevada_red_rock_canyon_nca,Nevada,Red Rock Canyon NCA,BLM,Nevada,Bureau of Land Management,Red Rock Canyon National Conservation Area,Red Rock Canyon National Conservation Area,state_core_exact,2
jr_nevada_sloan_canyon_nca,Nevada,Sloan Canyon NCA,BLM,Nevada,Bureau of Land Management,Sloan Canyon National Conservation Area,Sloan Canyon National Conservation Area,state_core_exact,7
jr_new_mexico_dripping_springs_na_and,New Mexico,Dripping Springs NA and,BLM,New Mexico,Bureau of Land Management,Dripping Springs Natural Area,Dripping Springs Natural Area,state_core_fuzzy,1
jr_new_mexico_el_malpais_nca,New Mexico,El Malpais NCA,BLM,New Mexico,Bureau of Land Management,El Malpais National Conservation Area,El Malpais National Conservation Area,state_core_fuzzy,2
jr_new_mexico_kasha_katuwe_tent_rocks_nm,New Mexico,Kasha-Katuwe Tent Rocks NM,BLM,New Mexico,Bureau of Land Management,Kasha-Katuwe Tent Rocks National Monument,Kasha-Katuwe Tent Rocks National Monument,state_core_exact,4
jr_new_mexico_organ_mountains_desert_peaks_nm,New Mexico,Organ Mountains-Desert Peaks NM,BLM,New Mexico,Bureau of Land Management,Organ Mountains / Desert Peaks National Monument,Organ Mountains / Desert Peaks National Monument,state_core_exact,1
jr_oregon_cascade_siskiyou_nm,Oregon,Cascade-Siskiyou NM,BLM,Oregon,Bureau of Land Management,Cascade-Siskiyou National Monument,Cascade-Siskiyou National Monument,state_core_exact,2
jr_oregon_oregon_trail_interpretive_center,Oregon,Oregon Trail Interpretive Center,BLM,Oregon,Bureau of Land Management,National Historic Oregon Trail Interpretive Center,National Historic Oregon Trail Interpretive Center,state_core_fuzzy,2
jr_oregon_new_river_nature_center,Oregon,New River Nature Center,BLM,Oregon,Bureau of Land Management,New River Nature Center,New River Nature Center,state_name_exact,1
jr_oregon_wildwood_recreation_center,Oregon,Wildwood Recreation Center,BLM,Oregon,Bureau of Land Management,Wildwood Recreation Site,Wildwood Recreation Site,state_core_fuzzy,4
jr_oregon_yaquina_head_ona,Oregon,Yaquina Head ONA,BLM,Oregon,Bureau of Land Management,Yaquina Head Outstanding Natural Area,Yaquina Head Outstanding Natural Area,state_core_exact,10
jr_utah_grand_staircase_escalante,Utah,Grand Staircase - Escalante,BLM,Utah,Bureau of Land Management,Grand Staircase-Escalante National Monument,Grand Staircase-Escalante National Monument,state_core_exact,5
jr_utah_transcontinental_railroad_backcountry_byway,Utah,Transcontinental Railroad Backcountry Byway,BLM,Utah,Bureau of Land Management,Transcontinental Railroad,Transcontinental Railroad,state_core_fuzzy,3
jr_california_carrizo_plain_nm,California,Carrizo Plain NM,BLM,Washington,Bureau of Land Management,Carrizo Plain National Monument,Carrizo Plain National Monument,unique_core_exact,1
jr_california_fort_ord_nm,California,Fort Ord NM,BLM,Washington,Bureau of Land Management,Fort Ord National Monument,Fort Ord National Monument,unique_core_exact,1
jr_california_king_range_nca,California,King Range NCA,BLM,Washington,Bureau of Land Management,King Range National Conservation Area,King Range National Conservation Area,unique_core_exact,1
jr_wyoming_national_historic_trails_interpretive_center,Wyoming,National Historic Trails Interpretive Center,BLM,Wyoming,Bureau of Land Management,National Historic Trails Interpretive Center,National Historic Trails Interpretive Center,state_name_exact,1
jr_northern_mariana_islands_american_memorial_park,Northern Mariana Islands,American Memorial Park,NPS,,National Park Service,American Memorial Park,American Memorial Park,unique_name_exact,4
jr_virgin_islands_buck_island_reef_nm,Virgin Islands,Buck Island Reef NM,NPS,,National Park Service,Buck Island Reef National Monument,Buck Island Reef National Monument,unique_core_exact,1
jr_virgin_islands_christiansted_nhs,Virgin Islands,Christiansted NHS,NPS,,National Park Service,Christiansted National Historic Site,Christiansted National Historic Site,unique_core_exact,2
jr__national_capital_parks_east,Maryland,National Capital Parks East,NPS,,National Park Service,National Capital Parks-East,National Capital Parks-East,unique_name_exact,2
jr_washington_d_c_national_mall_and_memorial_parks,"Washington, DC",National Mall & Memorial Parks,NPS,,National Park Service,National Mall and Memorial Parks,National Mall and Memorial Parks,unique_name_exact,6
jr_washington_d_c_national_mall_and_memorial_parks,"Washington, DC",National Mall & Memorial Parks,NPS,,National Park Service,National Mall and Memorial Parks; Cherry Blossom Festival,National Mall and Memorial Parks,unique_name_exact,4
jr_washington_d_c_president_s_park,"Washington, DC",President's Park,NPS,,National Park Service,President's Park (White House),President's Park (White House),unique_name_exact,4
jr_washington_d_c_rock_creek_park,"Washington, DC",Rock Creek Park,NPS,,National Park Service,Rock Creek Park National Park,Rock Creek Park National Park,unique_core_exact,8
jr_virgin_islands_virgin_islands_coral_reef_nm,Virgin Islands,Virgin Islands Coral Reef NM,NPS,,National Park Service,Virgin Islands Coral Reef National Monument,Virgin Islands Coral Reef National Monument,unique_core_exact,1
jr_guam_war_in_the_pacific,Guam,War in the Pacific,NPS,,National Park Service,War in the Pacific National Historical Park,War in the Pacific National Historical Park,unique_core_exact,3
jr_alabama_birmingham_civil_rights_nm,Alabama,Birmingham Civil Rights NM,NPS,Alabama,National Park Service,Birmingham Civil Rights National Monument,Birmingham Civil Rights National Monument,state_core_exact,2
jr_alabama_freedom_riders_nm,Alabama,Freedom Riders NM,NPS,Alabama,National Park Service,Freedom Riders National Monument,Freedom Riders National Monument,state_core_exact,2
jr_alabama_horseshoe_bend_nmp,Alabama,Horseshoe Bend NMP,NPS,Alabama,National Park Service,Horseshoe Bend National Military Park,Horseshoe Bend National Military Park,state_core_exact,9
jr_alabama_little_river_canyon_npr,Alabama,Little River Canyon NPr,NPS,Alabama,National Park Service,Little River Canyon National Preserve,Little River Canyon National Preserve,state_core_exact,5
jr_alabama_muscle_shoals_nha,Alabama,Muscle Shoals NHA,NPS,Alabama,National Park Service,Muscle Shoals National Heritage Area,Muscle Shoals National Heritage Area,state_core_exact,4
jr_alabama_russell_cave_nm,Alabama,Russell Cave NM,NPS,Alabama,National Park Service,Russell Cave National Monument,Russell Cave National Monument,state_core_exact,5
jr_alabama_selma_to_montgomery_nht,Alabama,Selma to Montgomery NHT,NPS,Alabama,National Park Service,Selma To Montgomery National Historic Trail,Selma To Montgomery National Historic Trail,state_core_exact,10
jr_alabama_tuskegee_airmen_nhs,Alabama,Tuskegee Airmen NHS,NPS,Alabama,National Park Service,Tuskegee Airmen National Historic Site,Tuskegee Airmen National Historic Site,state_core_exact,7
jr_alabama_tuskegee_institute_nhs,Alabama,Tuskegee Institute NHS,NPS,Alabama,National Park Service,Tuskegee Institute National Historic Site,Tuskegee Institute National Historic Site,state_core_exact,6
jr_alaska_alaska_public_lands_information_center,Alaska,Alaska Public Lands Information Center,NPS,Alaska,National Park Service,Alaska Public Lands Information Center,Alaska Public Lands Information Center,state_name_exact,6
jr_alaska_aniakchak_nm_and_pr,Alaska,Aniakchak NM & Pr,NPS,Alaska,National Park Service,Aniakchak National Monument and Preserve,Aniakchak National Monument and Preserve,state_core_exact,1
jr_alaska_gates_of_the_arctic_np_and_pr_arctic_interagency_visitor_center,Alaska,Gates of the Arctic NP & Pr - Arctic Interagency Visitor Center,NPS,Alaska,National Park Service,Arctic Interagency Visitor Center,Arctic Interagency Visitor Center,state_core_fuzzy,1
jr_alaska_bering_land_bridge_npr,Alaska,Bering Land Bridge NPr,NPS,Alaska,National Park Service,Bering Land Bridge National Preserve,Bering Land Bridge National Preserve,state_core_exact,5
jr_alaska_denali_np_and_pr,Alaska,Denali NP & Pr,NPS,Alaska,National Park Service,Denali National Park and Preserve,Denali National Park and Preserve,state_core_exact,12
jr_alaska_gates_of_the_arctic_np_and_pr,Alaska,Gates of the Arctic NP & Pr,NPS,Alaska,National Park Service,Gates Of The Arctic National Park and Preserve,Gates Of The Arctic National Park and Preserve,state_core_exact,7
jr_alaska_glacier_bay_np_and_pr,Alaska,Glacier Bay NP & Pr,NPS,Alaska,National Park Service,Glacier Bay National Park and Preserve,Glacier Bay National Park and Preserve,state_core_exact,8
jr_alaska_katmai_np_and_pr,Alaska,Katmai NP & Pr,NPS,Alaska,National Park Service,Katmai National Park and Preserve,Katmai National Park and Preserve,state_core_exact,6
jr_alaska_kenai_fjords_np,Alaska,Kenai Fjords NP,NPS,Alaska,National Park Service,Kenai Fjords National Park and Preserve,Kenai Fjords National Park and Preserve,state_core_exact,8
jr_alaska_klondike_gold_rush_nhp,Alaska,Klondike Gold Rush NHP,NPS,Alaska,National Park Service,Klondike Gold Rush - Skagway Unit National Historical Park,Klondike Gold Rush - Skagway Unit National Historical Park,state_core_fuzzy,12
jr_alaska_lake_clark_np_and_pr,Alaska,Lake Clark NP & Pr,NPS,Alaska,National Park Service,Lake Clark National Park and Preserve,Lake Clark National Park and Preserve,state_core_exact,6
jr_alaska_sitka_nhp,Alaska,Sitka NHP,NPS,Alaska,National Park Service,Sitka National Historical Park,Sitka National Historical Park,state_core_exact,8
jr_alaska_western_arctic_national_parklands,Alaska,Western Arctic National Parklands,NPS,Alaska,National Park Service,Western Arctic National Parklands,Western Arctic National Parklands,state_name_exact,8
jr_alaska_wrangell_st_elias_np_and_pr,Alaska,Wrangell-St. Elias NP & Pr,NPS,Alaska,National Park Service,Wrangell-St Elias National Park and Preserve,Wrangell-St Elias National Park and Preserve,state_core_exact,12
jr_alaska_yukon_charley_rivers_npr,Alaska,Yukon-Charley Rivers NPr,NPS,Alaska,National Park Service,Yukon-Charley Rivers National Park and Preserve,Yukon-Charley Rivers National Park and Preserve,state_core_exact,3
jr_arizona_canyon_de_chelly_nm,Arizona,Canyon De Chelly NM,NPS,Arizona,National Park Service,Canyon De Chelly National Monument,Canyon De Chelly National Monument,state_core_exact,4
jr_arizona_casa_grande_ruins_nm,Arizona,Casa Grande Ruins NM,NPS,Arizona,National Park Service,Casa Grande Ruins National Monument,Casa Grande Ruins National Monument,state_core_exact,10
jr_arizona_chiricahua_nm,Arizona,Chiricahua NM,NPS,Arizona,National Park Service,Chiricahua National Monument,Chiricahua National Monument,state_core_exact,5
jr_arizona_coronado_nm,Arizona,Coronado NM,NPS,Arizona,National Park Service,Coronado National Memorial,Coronado National Memorial,state_core_fuzzy,5
jr_arizona_fort_bowie_nhs,Arizona,Fort Bowie NHS,NPS,Arizona,National Park Service,Fort Bowie National Historic Site,Fort Bowie National Historic Site,state_core_exact,4
jr_across_glen_canyon_nra,Arizona,Glen Canyon NRA,NPS,Arizona,National Park Service,Glen Canyon Nationa l Recreation Area,Glen Canyon Nationa l Recreation Area,state_core_fuzzy,4
jr_arizona_grand_canyon_np,Arizona,Grand Canyon NP,NPS,Arizona,National Park Service,Grand Canyon National Park,Grand Canyon National Park,state_core_exact,11
jr_arizona_hubbell_trading_post_nhs,Arizona,Hubbell Trading Post NHS,NPS,Arizona,National Park Service,Hubbell Trading Post National Historic Site,Hubbell Trading Post National Historic Site,state_core_exact,4
jr_arizona_montezuma_castle_nm,Arizona,Montezuma Castle NM,NPS,Arizona,National Park Service,Montezuma Castle National Monument,Montezuma Castle National Monument,state_core_exact,8
jr_arizona_navajo_nm,Arizona,Navajo NM,NPS,Arizona,National Park Service,Navajo National Monument,Navajo National Monument,state_core_exact,10
jr_arizona_organ_pipe_cactus_nm,Arizona,Organ Pipe Cactus NM,NPS,Arizona,National Park Service,Organ Pipe Cactus National Monument,Organ Pipe Cactus National Monument,state_core_exact,11
jr_arizona_petrified_forest_np,Arizona,Petrified Forest NP,NPS,Arizona,National Park Service,Petrified Forest National Park,Petrified Forest National Park,state_core_exact,8
jr_arizona_pipe_spring_nm,Arizona,Pipe Spring NM,NPS,Arizona,National Park Service,Pipe Spring National Monument,Pipe Spring National Monument,state_core_exact,7
jr_arizona_saguaro_np,Arizona,Saguaro NP,NPS,Arizona,National Park Service,Saguaro National Park,Saguaro National Park,state_core_exact,12
jr_arizona_sunset_crater_volcano_nm,Arizona,Sunset Crater Volcano NM,NPS,Arizona,National Park Service,Sunset Crater Volcano National Monument,Sunset Crater Volcano National Monument,state_core_exact,4
jr_arizona_tonto_nm,Arizona,Tonto NM,NPS,Arizona,National Park Service,Tonto National Monument,Tonto National Monument,state_core_fuzzy,7
jr_arizona_tuzigoot_nm,Arizona,Tuzigoot NM,NPS,Arizona,National Park Service,Tuzigoot National Monument,Tuzigoot National Monument,state_core_exact,8
jr_arizona_walnut_canyon_nm,Arizona,Walnut Canyon NM,NPS,Arizona,National Park Service,Walnut Canyon National Monument,Walnut Canyon National Monument,state_core_exact,6
jr_arizona_wupatki_nm,Arizona,Wupatki NM,NPS,Arizona,National Park Service,Wupatki National Monument,Wupatki National Monument,state_core_exact,6
jr_arkansas_arkansas_post_nm,Arkansas,Arkansas Post NM,NPS,Arkansas,National Park Service,Arkansas Post National Memorial,Arkansas Post National Memorial,state_core_exact,5
jr_arkansas_buffalo_nr,Arkansas,Buffalo NR,NPS,Arkansas,National Park Service,Buffalo National River,Buffalo National River,state_core_exact,3
jr_arkansas_fort_smith_nhs,Arkansas,Fort Smith NHS,NPS,Arkansas,National Park Service,"Fort Smith National Historic Site, AR, OK","Fort Smith National Historic Site, AR, OK",state_core_fuzzy,6
jr_arkansas_hot_springs_np,Arkansas,Hot Springs NP,NPS,Arkansas,National Park Service,Hot Springs National Park,Hot Springs National Park,state_core_exact,3
jr_arkansas_little_rock_central_high_school_nhs,Arkansas,Little Rock Central High School NHS,NPS,Arkansas,National Park Service,Little Rock Central High School National Historic Site,Little Rock Central High School National Historic Site,state_core_exact,6
jr_arkansas_pea_ridge_nmp,Arkansas,Pea Ridge NMP,NPS,Arkansas,National Park Service,Pea Ridge National Military Park,Pea Ridge National Military Park,state_core_exact,8
jr_arkansas_president_william_jefferson_clinton_birthplace_home_nhs,Arkansas,President William Jefferson Clinton Birthplace Home NHS,NPS,Arkansas,National Park Service,President William Jefferson Clinton Birthplace Home National Historic Site,President William Jefferson Clinton Birthplace Home National Historic Site,state_core_exact,5
jr_california_alcatraz_island,California,Alcatraz Island,NPS,California,National Park Service,Alcatraz Island,Alcatraz Island,state_name_exact,6
jr_california_cabrillo_nm,California,Cabrillo NM,NPS,California,National Park Service,Cabrillo National Monument,Cabrillo National Monument,state_core_exact,12
jr_california_channel_islands_np,California,Channel Islands NP,NPS,California,National Park Service,Channel Islands National Park,Channel Islands National Park,state_core_exact,6
jr_california_c_sar_e_ch_vez_nm,California,César E. Chávez NM,NPS,California,National Park Service,César E. Chávez National Monument,César E. Chávez National Monument,state_core_exact,2
jr_california_death_valley_np,California,Death Valley NP,NPS,California,National Park Service,Death Valley National Park,Death Valley National Park,state_core_exact,6
jr_california_devil_s_postpile_nm,California,Devil's Postpile NM,NPS,California,National Park Service,Devils Postpile National Monument,Devils Postpile National Monument,state_core_fuzzy,3
jr_california_eugene_o_neill_nhs,California,Eugene O'Neill NHS,NPS,California,National Park Service,Eugene O'Neill National Historic Site,Eugene O'Neill National Historic Site,state_core_exact,1
jr_california_fort_point_nhs,California,Fort Point NHS,NPS,California,National Park Service,Fort Point National Historic Site,Fort Point National Historic Site,state_core_exact,2
jr_california_golden_gate_nra,California,Golden Gate NRA,NPS,California,National Park Service,Golden Gate National Recreation Area,Golden Gate NRA,state_name_exact,11
jr_california_john_muir_nhs,California,John Muir NHS,NPS,California,National Park Service,John Muir National Historic Site,John Muir National Historic Site,state_core_exact,6
jr_california_joshua_tree_np,California,Joshua Tree NP,NPS,California,National Park Service,Joshua Tree National Park,Joshua Tree National Park,state_core_exact,9
jr_california_lassen_volcanic_np,California,Lassen Volcanic NP,NPS,California,National Park Service,Lassen Volcanic National Park,Lassen Volcanic National Park,state_core_exact,11
jr_california_lava_beds_nm,California,Lava Beds NM,NPS,California,National Park Service,Lava Beds National Monument,Lava Beds National Monument,state_core_exact,12
jr_california_manzanar_nhs,California,Manzanar NHS,NPS,California,National Park Service,Manzanar National Historic Site,Manzanar National Historic Site,state_core_exact,5
jr_california_mojave_npr,California,Mojave NPr,NPS,California,National Park Service,Mojave National Preserve,Mojave National Preserve,state_core_exact,11
jr_california_muir_woods_nm,California,Muir Woods NM,NPS,California,National Park Service,Muir Woods National Monument,Muir Woods National Monument,state_core_exact,8
jr_california_pinnacles_np,California,Pinnacles NP,NPS,California,National Park Service,Pinnacles National Park,Pinnacles National Park,state_core_exact,3
jr_california_point_reyes_ns,California,Point Reyes NS,NPS,California,National Park Service,Point Reyes National Seashore,Point Reyes National Seashore,state_core_exact,12
jr_california_redwood_np_and_sp,California,Redwood NP and SP,NPS,California,National Park Service,Redwood National and State Park,Redwood National and State Park,state_core_exact,11
jr_california_rosie_the_riveter_ww2_home_front_nhp,California,Rosie the Riveter WW2 Home Front NHP,NPS,California,National Park Service,Rosie the Riveter WWII Home Front National Historical Park,Rosie the Riveter WWII Home Front National Historical Park,state_core_fuzzy,6
jr_california_san_francisco_maritime_nhp,California,San Francisco Maritime NHP,NPS,California,National Park Service,San Francisco Maritime National Historical Park,San Francisco Maritime National Historical Park,state_core_exact,7
jr_california_santa_monica_mountains_nra,California,Santa Monica Mountains NRA,NPS,California,National Park Service,Santa Monica Mountains National Recreation Area,Santa Monica Mountains National Recreation Area,state_core_exact,9
jr_california_sequoia_np_kings_canyon_visitor_center,California,Sequoia NP - Kings Canyon Visitor Center,NPS,California,National Park Service,Sequoia and Kings Canyon National Park,Sequoia and Kings Canyon National Park,state_core_exact,12
jr_california_tule_lake_nm,California,Tule Lake NM,NPS,California,National Park Service,Tule Lake National Monument,Tule Lake National Monument,state_core_exact,2
jr_california_whiskeytown_nra,California,Whiskeytown NRA,NPS,California,National Park Service,Whiskeytown National Recreation Area,Whiskeytown National Recreation Area,state_core_exact,12
jr_california_yosemite_np,California,Yosemite NP,NPS,California,National Park Service,Yosemite National Park,Yosemite National Park,state_core_exact,12
jr_colorado_amache_nhs,Colorado,Amache NHS,NPS,Colorado,National Park Service,Amache National Historic Site,Amache National Historic Site,state_core_exact,4
jr_colorado_bent_s_old_fort_nhs,Colorado,Bent's Old Fort NHS,NPS,Colorado,National Park Service,Bent's Old Fort National Historic Site,Bent's Old Fort National Historic Site,state_core_exact,3
jr_colorado_black_canyon_of_the_gunnison_np,Colorado,Black Canyon of the Gunnison NP,NPS,Colorado,National Park Service,Black Canyon Of The Gunnison National Park,Black Canyon Of The Gunnison National Park,state_core_exact,8
jr_colorado_dinosaur_nm,Colorado,Dinosaur NM,NPS,Colorado,National Park Service,Dinosaur National Monument,Dinosaur National Monument,state_core_exact,3
jr_colorado_florissant_fossil_beds_nm,Colorado,Florissant Fossil Beds NM,NPS,Colorado,National Park Service,Florissant Fossil Beds National Monument,Florissant Fossil Beds National Monument,state_core_exact,9
jr_colorado_great_sand_dunes_np_and_pr,Colorado,Great Sand Dunes NP & Pr,NPS,Colorado,National Park Service,Great Sand Dunes National Park and Preserve,Great Sand Dunes National Park and Preserve,state_core_exact,12
jr_across_hovenweep_nm,Colorado,Hovenweep NM,NPS,Colorado,National Park Service,Hovenweep National Monument,Hovenweep National Monument,state_core_exact,9
jr_colorado_mesa_verde_np,Colorado,Mesa Verde NP,NPS,Colorado,National Park Service,Mesa Verde National Park,Mesa Verde National Park,state_core_exact,12
jr_colorado_rocky_mountain_np,Colorado,Rocky Mountain NP,NPS,Colorado,National Park Service,Rocky Mountain National Park,Rocky Mountain National Park,state_core_exact,12
jr_colorado_sand_creek_massacre_nhs,Colorado,Sand Creek Massacre NHS,NPS,Colorado,National Park Service,Sand Creek Massacre National Historic Site,Sand Creek Massacre National Historic Site,state_core_exact,7
jr_connecticut_weir_farm_nhp,Connecticut,Weir Farm NHP,NPS,Connecticut,National Park Service,Farmington National Wild and Scenic River,Farmington National Wild and Scenic River,state_core_fuzzy,2
jr_connecticut_weir_farm_nhp,Connecticut,Weir Farm NHP,NPS,Connecticut,National Park Service,Weir Farm National Historical Park,Weir Farm National Historical Park,state_core_exact,6
jr_florida_big_cypress_npr,Florida,Big Cypress NPr,NPS,Florida,National Park Service,Big Cypress National Preserve,Big Cypress National Preserve,state_core_exact,8
jr_florida_biscayne_np,Florida,Biscayne NP,NPS,Florida,National Park Service,Biscayne National Park,Biscayne National Park,state_core_exact,7
jr_florida_canaveral_ns,Florida,Canaveral NS,NPS,Florida,National Park Service,Canaveral National Seashore,Canaveral National Seashore,state_core_exact,6
jr_florida_castillo_de_san_marcos_nm,Florida,Castillo de San Marcos NM,NPS,Florida,National Park Service,Castillo de San Marcos National Monument,Castillo de San Marcos National Monument,state_core_exact,8
jr_florida_de_soto_nm,Florida,De Soto NM,NPS,Florida,National Park Service,De Soto National Memorial,De Soto National Memorial,state_core_exact,4
jr_florida_dry_tortugas_np,Florida,Dry Tortugas NP,NPS,Florida,National Park Service,Dry Tortugas National Park,Dry Tortugas National Park,state_core_exact,4
jr_florida_everglades_np,Florida,Everglades NP,NPS,Florida,National Park Service,Everglades National Park,Everglades National Park,state_core_exact,5
jr_florida_fort_caroline_nm,Florida,Fort Caroline NM,NPS,Florida,National Park Service,Fort Caroline National Memorial,Fort Caroline National Memorial,state_core_exact,5
jr_florida_fort_matanzas_nm,Florida,Fort Matanzas NM,NPS,Florida,National Park Service,Fort Matanzas National Monument,Fort Matanzas National Monument,state_core_exact,8
jr_across_gulf_islands_ns,Florida,Gulf Islands NS,NPS,Florida,National Park Service,"Gulf Islands National Seashore , FL,MS","Gulf Islands National Seashore , FL,MS",state_core_fuzzy,10
jr_georgia_andersonville_nhs,Georgia,Andersonville NHS,NPS,Georgia,National Park Service,Andersonville National Historic Site,Andersonville National Historic Site,state_core_exact,4
jr_georgia_arabia_mountain_nha,Georgia,Arabia Mountain NHA,NPS,Georgia,National Park Service,Arabia Mountain National Heritage Area,Arabia Mountain National Heritage Area,state_core_exact,2
jr_georgia_chattahoochee_river_nra,Georgia,Chattahoochee River NRA,NPS,Georgia,National Park Service,Chattahoochee River National Recreation Area,Chattahoochee River National Recreation Area,state_core_exact,7
jr_georgia_chickamauga_and_chattanooga_nmp,Georgia,Chickamauga & Chattanooga NMP,NPS,Georgia,National Park Service,Chickamauga and Chattanooga National Military Park,Chickamauga and Chattanooga National Military Park,state_core_exact,11
jr_georgia_cumberland_island_ns,Georgia,Cumberland Island NS,NPS,Georgia,National Park Service,Cumberland Island National Seashore,Cumberland Island National Seashore,state_core_exact,4
jr_georgia_fort_frederica_nm,Georgia,Fort Frederica NM,NPS,Georgia,National Park Service,Fort Frederica National Monument,Fort Frederica National Monument,state_core_exact,5
jr_georgia_fort_pulaski_nm,Georgia,Fort Pulaski NM,NPS,Georgia,National Park Service,Fort Pulaski National Monument,Fort Pulaski National Monument,state_core_exact,6
jr_georgia_jimmy_carter_nhp,Georgia,Jimmy Carter NHP,NPS,Georgia,National Park Service,Jimmy Carter National Historical Park,Jimmy Carter National Historical Park,state_core_exact,8
jr_georgia_kennesaw_mountain_nbp,Georgia,Kennesaw Mountain NBP,NPS,Georgia,National Park Service,Kennesaw Mountain National Battlefield Park,Kennesaw Mountain National Battlefield Park,state_core_exact,8
jr_georgia_martin_luther_king_jr_nhp,Georgia,"Martin Luther King, Jr. NHP",NPS,Georgia,National Park Service,Martin Luther King Jr National Historical Park,Martin Luther King Jr National Historical Park,state_core_exact,5
jr_georgia_ocmulgee_mounds_nhp,Georgia,Ocmulgee Mounds NHP,NPS,Georgia,National Park Service,Ocmulgee National Historical Park,Ocmulgee National Historical Park,state_core_fuzzy,7
jr_hawaii_ala_kahakai_nht,Hawaii,Ala Kahakai NHT,NPS,Hawaii,National Park Service,Ala Kahakai National Historic Trail,Ala Kahakai National Historic Trail,state_core_exact,4
jr_hawaii_haleakal_np,Hawaii,Haleakalā NP,NPS,Hawaii,National Park Service,Haleakalā National Park,Haleakalā National Park,state_core_exact,5
jr_hawaii_kaloko_honok_hau_nhp,Hawaii,Kaloko-Honokōhau NHP,NPS,Hawaii,National Park Service,Kaloko-Honokōhau National Historical Park,Kaloko-Honokōhau National Historical Park,state_core_exact,11
